epoch,train_loss,train_mse,val_mse,val_mae,val_rmse,val_rel,lr
73,4.981830834482725,0.004824882961493597,0.009675544796170601,62.73814599173409,159.08600098127468,0.17012119138422246,1.8595718599141066e-05
74,5.087867110012433,0.004923032316303131,0.009718282620393178,63.31944454738072,161.47846544653962,0.17174852073722424,1.745719180949425e-05
75,6.421091956540178,0.006220421942369005,0.009663413311623766,61.26460658482143,156.03360294406747,0.16613135948096433,1.6351767721859175e-05
76,5.804175478525651,0.005614376376354649,0.009636602451830964,61.64014091491699,156.80695690642642,0.16789798030935538,1.5280537256350844e-05
77,5.801554440640104,0.005623522676148404,0.009633801633091415,60.91736627306257,155.17429268331023,0.16592872856566238,1.4244557588107479e-05
78,5.587815209363516,0.00540818802101757,0.009660268831001823,60.711643137250626,154.8908813603078,0.16554657354425031,1.3244851103986334e-05
79,5.773800276124325,0.0055913885635863365,0.009653165165218525,60.11549625396729,153.27373174527676,0.16467507344539917,1.2282404393591171e-05
80,4.864197625133854,0.004710982634629219,0.009646184459357495,60.24353010995048,153.00531980652656,0.1655410735700276,1.1358167275627581e-05
81,5.480001517117787,0.005307465883118148,0.009643355504431383,60.30099991389683,153.39305914611333,0.16517223440873358,1.0473051860546476e-05
82,4.970233634687387,0.004811051754726437,0.009647663676001424,60.018327059064596,153.09175964884474,0.16383584952076227,9.627931650401273e-06
83,6.874882798164319,0.006660620077897105,0.009601942015225566,59.34080870492118,150.74132881346497,0.16265391363423265,8.823640676806756e-06
84,5.378766105629695,0.00520890756580719,0.009641462791114464,60.55193206242153,154.4552690581811,0.1649097325272172,8.060972677850686e-06
85,4.884650310740257,0.004728910255298848,0.009685959530705597,61.56090025220598,157.79684202368324,0.1667876140155527,7.3406803147699795e-06
86,5.720811692854533,0.0055455870447659456,0.009715984944159572,61.707988711765836,158.6249153685444,0.16715326501110078,6.663474429165052e-06
87,5.410737625084435,0.005242178192183462,0.009754804980099964,62.24015884399414,159.87722316831326,0.16912726425544256,6.0300233414849346e-06
88,5.356475762067697,0.005187585102528549,0.009792553862592155,62.517796870640346,160.67919839339152,0.1698010920028586,5.440952191475684e-06
89,4.906976602876034,0.004756297119631479,0.009818046702392686,62.60691296713693,161.63424366112764,0.16930764171185173,4.8968423212429536e-06
90,5.6595252093691855,0.005481085965584498,0.009811733067791855,62.37448754991804,161.3114742344761,0.16822075164602374,4.398230701537477e-06
91,5.810425617612707,0.005631117642294087,0.009820244127136642,62.65979919433594,162.59984294557935,0.16827787659166554,3.945609401829796e-06
92,5.506934826954817,0.005335384119881872,0.009817122907224984,62.55305696214948,162.56847914603424,0.16798623402473498,3.5394251046970835e-06
93,5.954022171405645,0.005770085992014337,0.009840620201937001,62.834471048627584,163.4269361208586,0.16873910440685472,3.1800786650013814e-06
94,5.9584790012584286,0.005774009565077274,0.009830383443107037,62.56558742523193,162.66740602619294,0.16823833514255399,2.867924714294253e-06
95,5.101628829223605,0.004942548795952462,0.009827053347011575,62.080716487339565,161.39660743300564,0.1667796855397105,2.603271310838255e-06
96,5.37095829557914,0.005200265309656224,0.009827268124510218,62.66406255449567,162.70262236655938,0.16840658739499595,2.3863796355905896e-06
97,5.674371858055775,0.0054982403468714506,0.009816764935223026,62.106113243103025,161.18182345425663,0.16694224889263817,2.2174637344490802e-06
98,5.3156028640193815,0.005151354991563168,0.009815360239593117,62.158519336155486,160.87892589752406,0.16762155261534253,2.0966903070146938e-06
99,5.071230710699008,0.004913547788955606,0.009812781549024813,61.87337006160191,160.25639066316674,0.16679333625190476,2.0241785420791518e-06
100,5.288397938681719,0.0051202630489476575,0.00979748370292717,61.363864053998675,158.80986377816305,0.16578282327372945,2.0000000000000003e-06
